id,name,provider,api_type,endpoint_url,status,last_checked_at,last_error,config,created_by,created_at,updated_at
86f9e173-ff65-43b6-bf32-740392925c71,Lovable AI,lovable_ai,ai_gateway,https://ai.gateway.lovable.dev/v1/chat/completions,ativo,,,"{""ai_model"": ""google/gemini-2.5-flash-lite""}",865011fc-0834-47cf-bb23-25a74a761c55,2026-03-17 00:57:26.347284+00,2026-03-17 01:05:02.71+00
8f5314c9-7b4b-49b1-a500-fd30d9f72bdc,Google Gemini,ai_gemini,ai_gateway,https://aistudio.google.com/apikey,ativo,,,"{""ai_model"": ""gemini-2.5-flash-lite"", ""ai_provider"": ""gemini"", ""api_key_set"": true, ""api_key_hint"": ""••••RH9o""}",865011fc-0834-47cf-bb23-25a74a761c55,2026-03-17 01:11:25.70398+00,2026-03-17 01:15:29.072+00
